sexe,age,distance_parcourus,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,nationalite,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
F,27,50,6,non,oui,30,non,Europe,non,oui,celibataire,9,Traitement du langage naturel,cours reussit
F,23,52,2,non,oui,31,non,Afrique,oui,non,celibataire,9,Reseaux informatiques,cours reussit
M,25,36,2,oui,oui,10,oui,Oceanie,non,non,celibataire,7,Francais 1,cours echoue
M,21,67,7,non,oui,26,non,Oceanie,non,non,celibataire,6,Structure de base de donnees,cours echoue
M,20,81,3,oui,non,53,non,Amerique,non,oui,en couple,7,Mathematiques discretes,cours echoue
F,36,70,3,non,non,46,non,Asie,oui,oui,en couple,9,Traitement du langage naturel,cours reussit
F,32,10,9,oui,non,9,non,Amerique,oui,non,celibataire,10,Francais 3,cours reussit
M,32,11,1,non,non,2,oui,Amerique,non,non,celibataire,5,Structure de base de donnees,cours reussit
F,30,96,9,oui,non,8,non,Asie,oui,non,en couple,8,Securite informatique,cours reussit
M,21,16,5,oui,non,18,non,Europe,non,non,en couple,9,Big Data Analytics,cours echoue
F,18,37,2,non,oui,48,non,Europe,oui,oui,celibataire,8,Peripheriques et objets connectes,cours echoue
M,18,31,5,non,non,57,oui,Asie,oui,oui,en couple,8,Algorithmes avances,cours reussit
F,21,49,7,non,oui,22,oui,Amerique,non,oui,en couple,8,Securite informatique,cours reussit
F,18,27,0,non,non,32,non,Asie,non,non,celibataire,5,Systemes d'exploitation,cours echoue
M,32,99,2,non,non,19,non,Europe,non,oui,en couple,4,Intelligence artificielle ethique,cours echoue
M,27,5,7,oui,non,44,oui,Afrique,oui,oui,celibataire,8,Francais 3,cours echoue
F,40,12,3,oui,non,47,oui,Afrique,oui,non,celibataire,4,Application mobile 2,cours echoue
M,24,12,0,non,non,56,oui,Oceanie,non,oui,celibataire,8,Intelligence artificielle 1,cours echoue
M,27,72,3,oui,oui,56,non,Oceanie,oui,non,celibataire,10,Reseaux informatiques,cours echoue
M,37,96,3,oui,oui,51,oui,Amerique,oui,non,celibataire,8,Peripheriques et objets connectes,cours reussit
M,26,63,2,oui,non,38,oui,Oceanie,non,oui,celibataire,4,Mathematiques discretes,cours reussit
M,29,81,1,non,non,54,non,Asie,oui,non,en couple,5,Francais 3,cours echoue
M,24,27,2,oui,non,20,oui,Amerique,oui,non,celibataire,4,Structure de base de donnees,cours reussit
F,18,21,4,oui,non,0,non,Afrique,oui,oui,celibataire,6,Langages de programmation avances,cours reussit
M,18,86,10,oui,oui,57,non,Asie,non,oui,celibataire,7,Developpement web avance,cours echoue
F,40,51,8,non,oui,39,oui,Amerique,non,oui,celibataire,6,Langages de programmation avances,cours reussit
M,32,77,0,oui,non,14,non,Asie,oui,oui,en couple,4,Fracais 2,cours reussit
F,37,10,2,non,non,46,non,Amerique,non,oui,celibataire,9,Algorithmes avances,cours echoue
F,22,7,3,oui,non,38,non,Amerique,oui,non,celibataire,8,Intelligence artificielle 1,cours echoue
M,26,92,1,non,non,51,oui,Europe,non,oui,en couple,10,Developpement web avance,cours echoue
F,32,21,4,oui,non,45,non,Amerique,oui,oui,en couple,4,Traitement du langage naturel,cours echoue
F,39,49,1,oui,non,1,non,Europe,oui,non,celibataire,8,Securite informatique,cours reussit
F,19,79,5,oui,non,11,oui,Afrique,oui,oui,en couple,5,Francais 1,cours echoue
M,33,68,4,oui,non,56,oui,Oceanie,oui,oui,celibataire,8,Conception de bases de donnees,cours echoue
F,35,60,1,oui,non,29,oui,Asie,non,oui,en couple,5,Genie logiciel,cours echoue
F,32,1,4,non,oui,48,oui,Europe,oui,non,celibataire,6,Structure de base de donnees,cours reussit
F,33,53,6,oui,non,8,oui,Europe,non,non,en couple,8,Traitement du langage naturel,cours reussit
M,30,83,2,non,non,54,oui,Afrique,oui,non,celibataire,8,Anglais,cours echoue
F,20,19,4,oui,oui,23,oui,Amerique,oui,oui,en couple,5,Structure de base de donnees,cours reussit
M,23,6,7,oui,oui,30,non,Asie,oui,oui,celibataire,4,Genie logiciel,cours echoue
F,36,31,1,oui,oui,31,non,Afrique,oui,oui,en couple,4,Peripheriques et objets connectes,cours reussit
M,39,76,4,non,non,19,non,Amerique,non,oui,en couple,10,Espagnol,cours reussit
M,18,84,9,non,non,30,non,Afrique,non,non,en couple,4,Application mobile 2,cours reussit
F,28,58,8,non,oui,55,non,Amerique,non,non,celibataire,9,Espagnol,cours reussit
F,19,29,1,oui,oui,26,oui,Europe,oui,oui,celibataire,4,Structure de base de donnees,cours reussit
M,24,89,4,oui,non,14,oui,Oceanie,oui,oui,en couple,9,Robotique,cours echoue
M,24,71,7,non,oui,37,oui,Afrique,non,non,en couple,6,Structure de base de donnees,cours reussit
F,20,68,0,non,oui,55,oui,Oceanie,non,oui,en couple,9,Philosophie 3,cours echoue
F,32,20,3,non,non,27,non,Afrique,oui,non,celibataire,8,Philosophie 1,cours echoue
F,24,90,6,oui,non,48,non,Amerique,oui,oui,celibataire,6,Application mobile 1,cours echoue
M,30,87,8,non,non,42,non,Asie,non,non,celibataire,4,Application mobile 1,cours reussit
F,40,36,8,oui,non,6,oui,Afrique,oui,oui,en couple,6,Big Data Analytics,cours echoue
M,29,13,6,oui,oui,37,non,Amerique,oui,oui,celibataire,10,Big Data Analytics,cours echoue
F,19,8,8,oui,non,56,non,Afrique,oui,non,en couple,8,Robotique,cours echoue
M,36,53,10,non,non,12,oui,Oceanie,non,non,celibataire,7,Mathematiques discretes,cours echoue
M,26,94,6,non,oui,59,non,Oceanie,non,non,en couple,4,Machine Learning,cours echoue
M,20,74,7,oui,oui,54,oui,Oceanie,non,non,en couple,8,Machine Learning,cours echoue
F,30,18,9,oui,non,39,oui,Oceanie,oui,non,en couple,10,Genie logiciel,cours reussit
F,38,2,1,oui,oui,58,oui,Amerique,oui,non,celibataire,8,Traitement du langage naturel,cours reussit
M,23,16,2,non,oui,42,oui,Asie,non,oui,en couple,4,Langages de programmation avances,cours echoue
M,19,78,0,oui,oui,13,oui,Afrique,non,oui,celibataire,9,Mathematiques discretes,cours echoue
M,25,82,9,non,non,52,oui,Afrique,non,oui,celibataire,7,Mathematiques discretes,cours echoue
F,28,22,1,non,non,31,non,Europe,non,oui,celibataire,10,Systemes d'exploitation,cours reussit
F,38,92,9,oui,oui,14,oui,Europe,non,non,celibataire,4,Structure de base de donnees,cours echoue
M,31,45,10,oui,non,59,oui,Europe,oui,oui,celibataire,10,Francais 1,cours echoue
F,19,78,10,oui,non,45,non,Oceanie,oui,non,en couple,7,Philosophie 2,cours reussit
M,36,87,2,non,non,40,non,Asie,non,oui,celibataire,10,Robotique,cours reussit
M,32,34,0,oui,oui,50,non,Oceanie,non,non,celibataire,5,Algorithmes avances,cours echoue
M,30,73,2,non,oui,2,non,Amerique,non,oui,celibataire,7,Francais 1,cours echoue
M,21,58,5,non,non,6,non,Asie,non,non,en couple,7,Intelligence artificielle 2,cours echoue
F,33,39,2,non,non,4,non,Afrique,non,oui,celibataire,9,Application mobile 2,cours echoue
M,28,96,9,non,non,6,oui,Afrique,oui,oui,en couple,4,Philosophie 3,cours echoue
F,31,0,7,oui,oui,25,non,Asie,oui,non,en couple,8,Application mobile 2,cours echoue
F,24,67,7,non,non,36,oui,Afrique,non,non,en couple,4,Genie logiciel,cours echoue
M,34,61,6,oui,non,33,non,Oceanie,non,non,en couple,7,Peripheriques et objets connectes,cours reussit
M,20,60,3,oui,non,9,non,Afrique,non,oui,en couple,5,Mathematiques discretes,cours echoue
M,31,35,10,non,non,11,oui,Asie,non,oui,celibataire,10,Philosophie 2,cours echoue
F,38,46,5,non,oui,52,non,Europe,oui,non,en couple,9,Anglais,cours echoue
M,25,8,4,oui,non,8,non,Asie,non,oui,celibataire,6,Intelligence artificielle 2,cours echoue
F,38,49,9,oui,oui,37,non,Europe,non,non,celibataire,5,Langages de programmation avances,cours echoue
F,27,33,9,non,non,57,oui,Asie,non,non,celibataire,4,Traitement du langage naturel,cours echoue
M,31,13,4,non,oui,20,oui,Asie,oui,oui,en couple,10,Philosophie 3,cours echoue
M,22,58,7,oui,oui,36,non,Asie,non,oui,en couple,6,Langages de programmation avances,cours reussit
F,36,87,4,non,non,56,non,Europe,non,non,celibataire,10,Conception de bases de donnees,cours reussit
F,20,8,9,oui,non,26,non,Oceanie,non,oui,en couple,6,Philosophie 3,cours echoue
F,37,96,5,non,oui,47,oui,Afrique,non,non,en couple,6,Peripheriques et objets connectes,cours echoue
M,34,37,7,oui,oui,37,non,Amerique,non,non,celibataire,10,Traitement du langage naturel,cours echoue
F,22,1,7,non,non,36,non,Asie,oui,non,celibataire,5,Langages de programmation avances,cours reussit
M,21,93,9,non,non,46,non,Europe,non,oui,celibataire,8,Espagnol,cours reussit
F,23,18,8,oui,oui,27,oui,Oceanie,non,non,en couple,10,Developpement web avance,cours reussit
M,20,62,8,oui,non,4,oui,Asie,oui,non,celibataire,8,Machine Learning,cours echoue
M,27,43,3,non,non,33,non,Europe,non,non,en couple,9,Programmation orientee objet,cours reussit
M,21,81,9,non,non,42,non,Amerique,non,non,celibataire,6,Peripheriques et objets connectes,cours echoue
F,22,74,10,oui,oui,25,non,Europe,oui,non,en couple,10,Francais 1,cours echoue
F,35,25,7,oui,non,58,non,Afrique,oui,non,celibataire,5,Algorithmes avances,cours echoue
F,29,56,9,oui,non,28,non,Europe,oui,oui,celibataire,8,Intelligence artificielle ethique,cours reussit
F,18,89,0,oui,non,31,oui,Amerique,non,non,celibataire,7,Intelligence artificielle 1,cours reussit
F,26,17,4,non,oui,21,oui,Asie,oui,non,en couple,9,Machine Learning,cours echoue
F,35,6,1,oui,non,16,non,Oceanie,non,non,en couple,4,Genie logiciel,cours reussit
M,37,99,4,oui,non,46,oui,Asie,non,oui,en couple,9,Francais 1,cours reussit
F,30,98,8,non,non,17,oui,Amerique,non,oui,celibataire,8,Application mobile 2,cours reussit
M,40,40,0,oui,non,29,non,Amerique,oui,non,en couple,9,Systemes d'exploitation,cours echoue
M,34,6,8,oui,non,47,non,Afrique,oui,oui,en couple,9,Francais 1,cours echoue
F,21,91,6,non,oui,12,non,Afrique,non,non,celibataire,5,Structure de base de donnees,cours reussit
M,38,80,5,oui,non,2,non,Oceanie,non,non,en couple,10,Genie logiciel,cours reussit
M,36,19,2,non,oui,44,non,Oceanie,non,non,en couple,5,Securite informatique,cours echoue
F,24,20,9,non,non,0,non,Europe,oui,non,celibataire,5,Systemes d'exploitation,cours echoue
M,24,76,0,oui,oui,16,non,Asie,oui,oui,en couple,6,Algorithmes avances,cours echoue
M,22,13,0,non,oui,2,oui,Amerique,oui,non,en couple,5,Programmation orientee objet,cours reussit
M,31,63,5,non,non,56,non,Oceanie,non,oui,celibataire,4,Peripheriques et objets connectes,cours echoue
F,26,55,10,oui,oui,30,non,Oceanie,non,oui,celibataire,10,Francais 3,cours reussit
M,21,5,0,non,non,27,non,Europe,oui,oui,en couple,8,Machine Learning,cours echoue
F,25,21,9,oui,oui,16,oui,Oceanie,oui,non,celibataire,6,Philosophie 2,cours reussit
M,20,12,5,non,oui,1,non,Oceanie,oui,oui,celibataire,5,Francais 3,cours reussit
F,38,84,7,oui,non,23,oui,Afrique,non,oui,celibataire,8,Fracais 2,cours echoue
F,22,22,0,oui,oui,58,oui,Oceanie,non,oui,en couple,4,Peripheriques et objets connectes,cours reussit
F,30,58,2,oui,oui,22,non,Oceanie,oui,non,en couple,9,Francais 3,cours reussit
M,24,9,10,oui,non,1,oui,Afrique,non,non,en couple,8,Francais 3,cours reussit
M,20,17,3,non,oui,14,non,Oceanie,non,non,en couple,8,Robotique,cours reussit
M,25,85,8,non,oui,22,oui,Afrique,oui,non,en couple,6,Algorithmes avances,cours reussit
M,18,96,10,non,oui,23,oui,Oceanie,non,non,celibataire,8,Traitement du langage naturel,cours echoue
F,35,57,1,non,non,36,non,Europe,non,oui,en couple,8,Programmation orientee objet,cours reussit
F,37,97,1,non,oui,60,non,Oceanie,non,non,en couple,8,Philosophie 2,cours echoue
M,28,54,9,oui,oui,25,non,Asie,oui,non,en couple,10,Securite informatique,cours reussit
M,21,96,6,non,oui,8,oui,Europe,non,oui,en couple,10,Anglais,cours reussit
F,20,75,5,oui,non,52,oui,Asie,oui,non,en couple,8,Francais 3,cours reussit
M,18,3,6,non,non,28,non,Europe,non,non,celibataire,7,Securite informatique,cours reussit
F,30,58,0,oui,non,4,oui,Europe,non,non,en couple,4,Developpement web avance,cours reussit
M,34,65,9,oui,non,1,oui,Europe,non,oui,en couple,9,Anglais,cours reussit
M,28,88,3,oui,oui,25,oui,Afrique,oui,non,celibataire,10,Programmation orientee objet,cours reussit
M,28,90,1,non,oui,54,oui,Asie,oui,oui,en couple,8,Intelligence artificielle ethique,cours echoue
M,18,30,9,non,non,8,oui,Amerique,oui,oui,en couple,4,Genie logiciel,cours echoue
F,20,45,5,oui,non,15,oui,Asie,non,non,en couple,5,Intelligence artificielle 2,cours reussit
F,38,50,4,non,non,23,non,Oceanie,oui,oui,celibataire,6,Reseaux informatiques,cours echoue
M,31,65,3,oui,oui,2,non,Europe,oui,non,en couple,7,Algorithmes avances,cours reussit
M,32,44,8,non,oui,1,non,Asie,non,oui,en couple,4,Philosophie 3,cours echoue
M,23,94,6,non,non,38,oui,Oceanie,oui,oui,en couple,9,Philosophie 1,cours echoue
M,27,96,5,non,oui,37,oui,Afrique,non,non,en couple,5,Intelligence artificielle 2,cours echoue
F,28,83,5,oui,non,45,oui,Amerique,oui,non,en couple,9,Application mobile 1,cours echoue
M,21,93,6,non,non,28,oui,Asie,non,oui,celibataire,10,Structure de base de donnees,cours echoue
F,36,38,2,oui,oui,38,oui,Oceanie,non,non,en couple,6,Genie logiciel,cours reussit
M,38,41,5,non,non,5,oui,Afrique,non,oui,en couple,6,Peripheriques et objets connectes,cours reussit
F,29,79,9,oui,oui,37,non,Asie,oui,non,en couple,7,Intelligence artificielle 1,cours echoue
M,32,46,6,non,non,11,oui,Amerique,non,oui,celibataire,6,Systemes d'exploitation,cours reussit
M,28,42,3,oui,oui,60,oui,Oceanie,oui,oui,celibataire,9,Intelligence artificielle ethique,cours reussit
M,31,14,4,non,non,49,non,Europe,oui,non,celibataire,5,Developpement web avance,cours echoue
F,40,40,3,oui,oui,59,oui,Asie,non,oui,celibataire,9,Fracais 2,cours echoue
M,31,19,4,oui,non,37,non,Afrique,non,non,en couple,5,Robotique,cours reussit
M,31,51,4,oui,oui,60,non,Amerique,oui,non,en couple,8,Application mobile 2,cours reussit
M,28,96,5,non,non,31,oui,Europe,non,non,en couple,4,Anglais,cours reussit
M,18,64,10,oui,oui,45,oui,Asie,non,non,en couple,8,Peripheriques et objets connectes,cours reussit
F,38,58,8,non,non,12,oui,Europe,oui,non,en couple,4,Intelligence artificielle 1,cours reussit
F,21,0,9,oui,oui,18,oui,Amerique,non,non,celibataire,9,Robotique,cours echoue
F,22,11,4,non,non,31,non,Europe,oui,oui,celibataire,5,Philosophie 3,cours reussit
M,19,92,8,non,non,24,oui,Amerique,oui,non,en couple,6,Espagnol,cours reussit
M,20,0,9,oui,oui,5,oui,Asie,oui,non,en couple,4,Robotique,cours echoue
M,28,72,0,non,oui,17,non,Oceanie,oui,non,celibataire,7,Philosophie 1,cours reussit
F,34,17,8,oui,non,37,oui,Oceanie,non,oui,en couple,4,Langages de programmation avances,cours echoue
M,33,61,9,oui,non,40,oui,Europe,oui,oui,en couple,9,Mathematiques discretes,cours reussit
M,19,28,6,non,non,41,non,Oceanie,oui,non,celibataire,7,Francais 1,cours echoue
F,33,38,2,oui,non,15,oui,Amerique,oui,non,en couple,4,Fracais 2,cours reussit
M,21,12,2,oui,oui,0,oui,Oceanie,non,oui,en couple,6,Fracais 2,cours echoue
F,33,43,1,non,non,27,oui,Amerique,non,oui,celibataire,9,Programmation orientee objet,cours echoue
F,23,7,7,oui,oui,6,oui,Oceanie,non,oui,celibataire,6,Robotique,cours reussit
M,34,17,5,oui,oui,9,non,Oceanie,non,non,en couple,10,Espagnol,cours echoue
M,36,54,3,non,non,38,non,Oceanie,oui,oui,en couple,5,Intelligence artificielle 2,cours reussit
M,37,59,0,oui,non,54,non,Amerique,non,non,en couple,8,Structure de base de donnees,cours echoue
F,38,14,6,oui,non,2,oui,Amerique,non,non,en couple,6,Mathematiques discretes,cours echoue
M,28,47,0,oui,non,24,non,Amerique,oui,non,celibataire,8,Mathematiques discretes,cours echoue
F,22,22,2,oui,oui,5,oui,Europe,non,non,en couple,4,Application mobile 1,cours reussit
F,33,17,6,non,non,36,oui,Oceanie,non,oui,en couple,4,Application mobile 2,cours reussit
F,35,76,0,non,non,57,oui,Oceanie,non,oui,en couple,10,Philosophie 3,cours reussit
F,18,24,9,non,oui,30,non,Oceanie,oui,oui,celibataire,4,Traitement du langage naturel,cours reussit
M,23,55,8,non,oui,51,non,Afrique,non,oui,en couple,9,Peripheriques et objets connectes,cours reussit
F,35,39,10,oui,non,15,oui,Europe,oui,oui,en couple,9,Application mobile 2,cours echoue
M,34,52,7,oui,non,16,oui,Afrique,non,oui,en couple,9,Algorithmes avances,cours echoue
F,35,91,7,oui,non,35,non,Europe,oui,oui,en couple,4,Big Data Analytics,cours reussit
F,18,38,2,oui,non,50,oui,Oceanie,oui,oui,en couple,10,Reseaux informatiques,cours echoue
F,29,36,9,non,oui,55,non,Afrique,oui,oui,celibataire,5,Espagnol,cours echoue
M,30,35,3,non,non,49,non,Afrique,oui,non,celibataire,5,Langages de programmation avances,cours echoue
F,20,21,6,non,oui,19,oui,Europe,non,non,en couple,10,Philosophie 1,cours echoue
F,36,93,3,non,non,42,non,Afrique,oui,oui,celibataire,10,Programmation orientee objet,cours reussit
M,29,8,3,oui,oui,14,non,Afrique,non,non,celibataire,8,Algorithmes avances,cours reussit
F,36,53,10,non,non,33,oui,Amerique,oui,oui,en couple,5,Anglais,cours reussit
F,37,55,4,non,oui,50,oui,Europe,oui,non,en couple,9,Philosophie 1,cours reussit
M,32,70,2,oui,non,60,oui,Asie,oui,non,celibataire,7,Traitement du langage naturel,cours reussit
M,32,26,7,non,oui,21,non,Asie,oui,oui,celibataire,5,Machine Learning,cours echoue
M,32,43,6,oui,oui,12,non,Oceanie,oui,non,celibataire,10,Genie logiciel,cours echoue
F,36,69,3,non,oui,13,oui,Afrique,oui,oui,en couple,9,Intelligence artificielle 2,cours echoue
F,20,47,9,oui,oui,35,non,Asie,non,oui,celibataire,10,Philosophie 1,cours echoue
M,19,1,6,oui,oui,40,non,Afrique,oui,oui,celibataire,10,Big Data Analytics,cours echoue
M,24,67,8,oui,non,9,non,Afrique,non,oui,en couple,8,Conception de bases de donnees,cours echoue
F,26,77,7,non,oui,24,non,Asie,non,oui,celibataire,7,Algorithmes avances,cours reussit
M,38,39,9,oui,oui,57,oui,Europe,oui,non,en couple,6,Programmation orientee objet,cours reussit
M,25,82,9,non,oui,44,oui,Asie,oui,oui,celibataire,6,Systemes d'exploitation,cours echoue
F,29,58,7,oui,non,25,non,Afrique,oui,non,en couple,8,Mathematiques discretes,cours echoue
F,19,11,4,non,oui,32,oui,Afrique,non,oui,celibataire,5,Programmation orientee objet,cours echoue
M,29,47,10,non,oui,20,non,Amerique,non,oui,celibataire,9,Systemes d'exploitation,cours reussit
F,30,92,5,non,non,40,oui,Afrique,oui,oui,celibataire,9,Programmation orientee objet,cours echoue
M,31,28,6,oui,non,8,oui,Amerique,oui,non,en couple,5,Francais 1,cours echoue
F,37,55,5,oui,non,5,non,Asie,oui,non,celibataire,5,Big Data Analytics,cours echoue
F,24,40,3,oui,oui,23,non,Asie,oui,oui,celibataire,4,Peripheriques et objets connectes,cours reussit
M,28,78,8,oui,oui,35,oui,Asie,oui,oui,celibataire,7,Programmation orientee objet,cours echoue
M,38,55,1,oui,oui,8,non,Oceanie,non,non,celibataire,7,Developpement web avance,cours echoue
F,39,1,9,oui,non,7,oui,Oceanie,non,oui,celibataire,8,Langages de programmation avances,cours echoue
M,23,94,7,oui,non,8,non,Europe,oui,non,en couple,10,Developpement web avance,cours echoue
M,38,91,8,non,non,20,non,Oceanie,non,oui,en couple,6,Intelligence artificielle ethique,cours reussit
M,30,32,9,non,oui,37,oui,Amerique,oui,non,celibataire,5,Reseaux informatiques,cours echoue
F,29,83,8,non,oui,57,oui,Asie,non,oui,en couple,8,Genie logiciel,cours reussit
M,25,13,9,oui,oui,11,oui,Europe,non,oui,celibataire,7,Robotique,cours echoue
F,24,67,1,oui,non,36,non,Amerique,non,oui,en couple,5,Machine Learning,cours echoue
M,39,69,9,oui,non,8,oui,Oceanie,non,oui,en couple,7,Francais 3,cours echoue
M,18,22,2,non,oui,49,oui,Afrique,oui,oui,en couple,7,Reseaux informatiques,cours reussit
F,27,40,2,oui,oui,25,oui,Asie,non,non,en couple,4,Conception de bases de donnees,cours reussit
M,34,27,5,oui,non,36,non,Asie,oui,oui,en couple,9,Genie logiciel,cours echoue
M,27,91,5,oui,oui,1,non,Amerique,non,oui,en couple,8,Structure de base de donnees,cours reussit
F,26,27,4,oui,oui,52,non,Oceanie,non,non,en couple,8,Robotique,cours echoue
F,31,100,10,oui,non,5,non,Europe,non,oui,en couple,10,Big Data Analytics,cours reussit
M,23,42,3,non,oui,35,non,Oceanie,oui,non,celibataire,10,Intelligence artificielle 1,cours echoue
M,21,83,4,oui,oui,23,non,Afrique,oui,oui,celibataire,7,Application mobile 1,cours echoue
M,25,73,4,oui,non,50,non,Europe,oui,non,en couple,5,Application mobile 1,cours echoue
M,33,54,7,non,non,51,oui,Europe,non,non,en couple,7,Philosophie 2,cours echoue
M,20,75,6,oui,non,6,non,Afrique,non,non,en couple,10,Espagnol,cours reussit
M,19,18,3,non,oui,9,non,Europe,oui,oui,en couple,9,Intelligence artificielle 1,cours reussit
M,19,13,7,non,non,18,oui,Amerique,non,oui,celibataire,7,Intelligence artificielle 2,cours echoue
